"id","school_id","school_name","province","level","type","founding_year","school_age","total_students","avg_gpa","avg_attendance","avg_test_math","avg_test_literature","avg_composite_score","top_performer_count","report_date","created_at","updated_at"
123,"123","Trường THCS Phạm 123","Hà Nội","THCS","Công lập",1981,44,9,"7.49","87.07","7.22","6.95","7.73",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
124,"124","Trường THCS Hoàng 124","Bình Dương","THCS","Dân lập",1992,33,8,"7.54","87.21","7.38","6.75","7.75",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
125,"125","Trường Liên cấp XYZ 125","Bình Dương","Phổ thông Liên cấp","Quốc tế",1962,63,6,"7.91","91.82","7.43","7.80","8.20",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
126,"126","Trường Liên cấp XYZ 126","Cần Thơ","Phổ thông Liên cấp","Dân lập",1986,39,10,"7.00","88.37","7.27","7.77","7.71",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
127,"127","Trường Tiểu học Vũ 127","Hà Nội","Tiểu học","Quốc tế",1973,52,11,"7.02","92.01","7.58","7.91","7.89",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
128,"128","Trường Tiểu học Vũ 128","TP. Hồ Chí Minh","Tiểu học","Công lập",1980,45,8,"7.12","91.84","7.86","6.34","7.73",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
129,"129","Trường Liên cấp XYZ 129","Hà Nội","Phổ thông Liên cấp","Dân lập",1996,29,9,"7.58","87.57","7.04","8.01","7.92",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
130,"130","Trường THPT Dương 130","Đà Nẵng","THPT","Quốc tế",1962,63,13,"7.06","90.72","7.99","7.02","7.80",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
131,"131","Trường THPT Trần 131","Hải Phòng","THPT","Quốc tế",1988,37,11,"6.99","90.04","7.66","8.05","7.85",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
132,"132","Trường THCS Hoàng 132","Thanh Hóa","THCS","Dân lập",2009,16,7,"7.64","89.24","6.81","7.79","7.92",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
133,"133","Trường THCS Dương 133","Hà Nội","THCS","Dân lập",1996,29,12,"7.50","88.71","7.67","7.27","7.90",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
134,"134","Trường Liên cấp XYZ 134","TP. Hồ Chí Minh","Phổ thông Liên cấp","Quốc tế",1961,64,8,"8.12","90.20","7.80","7.65","8.27",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
135,"135","Trường THCS Lê 135","Bình Dương","THCS","Công lập",2009,16,15,"7.03","87.69","7.60","8.03","7.79",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
136,"136","Trường THCS Mai 136","TP. Hồ Chí Minh","THCS","Quốc tế",1968,57,15,"7.22","88.63","6.46","7.55","7.65",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
137,"137","Trường THCS Phạm 137","Thanh Hóa","THCS","Dân lập",2006,19,10,"6.89","88.02","6.99","7.58","7.58",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
138,"138","Trường THCS Dương 138","Hải Phòng","THCS","Công lập",2005,20,8,"7.72","86.95","7.01","7.25","7.84",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
139,"139","Trường THPT Dương 139","Thanh Hóa","THPT","Quốc tế",1964,61,7,"7.87","89.74","7.97","8.35","8.29",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
140,"140","Trường Liên cấp XYZ 140","Nghệ An","Phổ thông Liên cấp","Công lập",1982,43,7,"7.26","88.64","7.06","7.36","7.73",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
141,"141","Trường Liên cấp XYZ 141","TP. Hồ Chí Minh","Phổ thông Liên cấp","Quốc tế",1973,52,13,"7.16","89.01","7.45","6.58","7.64",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
142,"142","Trường THPT Dương 142","TP. Hồ Chí Minh","THPT","Dân lập",1998,27,5,"7.89","93.96","8.48","6.38","8.20",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
143,"143","Trường Liên cấp XYZ 143","Hải Phòng","Phổ thông Liên cấp","Dân lập",1962,63,11,"6.73","91.39","6.92","7.97","7.67",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
144,"144","Trường THCS Dương 144","Thanh Hóa","THCS","Dân lập",1988,37,7,"7.82","94.30","8.35","7.23","8.30",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
145,"145","Trường Liên cấp XYZ 145","Hà Nội","Phổ thông Liên cấp","Dân lập",1981,44,15,"7.49","89.37","6.63","8.01","7.87",7,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
146,"146","Trường THPT Bùi 146","Bình Dương","THPT","Dân lập",1997,28,8,"7.61","92.12","8.12","7.31","8.12",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
147,"147","Trường Tiểu học Dương 147","Nghệ An","Tiểu học","Quốc tế",1964,61,9,"7.67","93.57","7.99","7.06","8.13",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
148,"148","Trường Liên cấp XYZ 148","Đà Nẵng","Phổ thông Liên cấp","Công lập",1962,63,13,"7.35","91.42","8.20","7.33","8.01",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
149,"149","Trường Tiểu học Bùi 149","Bình Dương","Tiểu học","Dân lập",1964,61,16,"7.13","90.25","7.74","8.00","7.92",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
150,"150","Trường THCS Nguyễn 150","Đà Nẵng","THCS","Quốc tế",1964,61,6,"6.65","89.20","8.25","8.04","7.78",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
151,"151","Trường THCS Lê 151","Cần Thơ","THCS","Công lập",1978,47,16,"7.14","92.19","7.99","7.65","7.97",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
152,"152","Trường THPT Trần 152","TP. Hồ Chí Minh","THPT","Công lập",2004,21,10,"8.42","93.04","8.48","7.65","8.58",6,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
153,"153","Trường THPT Phạm 153","Hà Nội","THPT","Dân lập",1995,30,7,"7.95","89.40","8.28","7.16","8.18",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
154,"154","Trường Tiểu học Đặng 154","Hải Phòng","Tiểu học","Quốc tế",1968,57,6,"7.87","90.28","7.20","7.91","8.12",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
155,"155","Trường Liên cấp XYZ 155","Hà Nội","Phổ thông Liên cấp","Quốc tế",2010,15,7,"8.11","91.20","7.45","7.53","8.23",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
156,"156","Trường THCS Trần 156","Thanh Hóa","THCS","Quốc tế",1995,30,13,"7.91","91.48","7.81","7.23","8.17",8,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
157,"157","Trường Liên cấp XYZ 157","Hải Phòng","Phổ thông Liên cấp","Công lập",1984,41,10,"7.63","93.39","7.56","8.01","8.19",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
158,"158","Trường THCS Mai 158","Hải Phòng","THCS","Công lập",1982,43,9,"7.02","90.11","6.54","7.47","7.61",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
159,"159","Trường THPT Mai 159","Thanh Hóa","THPT","Công lập",1997,28,13,"7.63","90.72","7.34","7.00","7.92",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
160,"160","Trường THPT Lê 160","TP. Hồ Chí Minh","THPT","Quốc tế",1962,63,8,"7.56","92.40","6.65","7.31","7.89",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
161,"161","Trường Liên cấp XYZ 161","Cần Thơ","Phổ thông Liên cấp","Công lập",1985,40,4,"7.62","89.55","7.82","6.13","7.83",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
162,"162","Trường THCS Phạm 162","Hải Phòng","THCS","Công lập",2002,23,9,"7.17","89.88","7.58","7.43","7.81",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
163,"163","Trường THPT Bùi 163","Cần Thơ","THPT","Dân lập",1970,55,6,"7.95","94.08","7.13","8.12","8.29",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
164,"164","Trường Tiểu học Bùi 164","Đà Nẵng","Tiểu học","Dân lập",1977,48,4,"7.45","88.42","7.95","8.33","8.07",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
165,"165","Trường Liên cấp XYZ 165","Cần Thơ","Phổ thông Liên cấp","Công lập",1989,36,18,"6.94","92.04","7.78","8.31","7.95",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
166,"166","Trường THPT Vũ 166","Hải Phòng","THPT","Dân lập",2003,22,8,"7.39","93.66","7.22","7.68","8.00",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
167,"167","Trường THPT Hoàng 167","Thanh Hóa","THPT","Quốc tế",1960,65,14,"7.04","90.15","6.97","7.54","7.70",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
168,"168","Trường THPT Vũ 168","TP. Hồ Chí Minh","THPT","Quốc tế",2003,22,20,"7.44","89.44","7.04","8.23","7.95",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
169,"169","Trường Tiểu học Trần 169","Hải Phòng","Tiểu học","Dân lập",1985,40,10,"7.33","90.00","7.91","7.17","7.90",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
170,"170","Trường THCS Vũ 170","Hải Phòng","THCS","Công lập",1988,37,13,"7.33","90.35","8.26","7.33","7.98",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
171,"171","Trường Liên cấp XYZ 171","TP. Hồ Chí Minh","Phổ thông Liên cấp","Quốc tế",1981,44,8,"6.87","93.29","7.21","8.16","7.85",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
172,"172","Trường Liên cấp XYZ 172","TP. Hồ Chí Minh","Phổ thông Liên cấp","Quốc tế",1962,63,10,"7.52","89.72","8.02","7.65","8.05",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
173,"173","Trường Tiểu học Lê 173","TP. Hồ Chí Minh","Tiểu học","Công lập",2000,25,9,"7.23","92.83","7.30","7.13","7.84",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
174,"174","Trường Tiểu học Lê 174","Hà Nội","Tiểu học","Dân lập",1961,64,11,"7.00","90.27","6.88","7.31","7.64",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
175,"175","Trường THCS Trần 175","TP. Hồ Chí Minh","THCS","Công lập",1968,57,10,"6.88","90.30","7.11","7.21","7.61",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
176,"176","Trường THCS Dương 176","Hà Nội","THCS","Quốc tế",2002,23,17,"7.62","91.83","7.05","7.88","8.04",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
177,"177","Trường THCS Đặng 177","Đà Nẵng","THCS","Quốc tế",1974,51,5,"7.83","92.22","6.79","8.09","8.13",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
178,"178","Trường THCS Bùi 178","Hà Nội","THCS","Dân lập",2005,20,11,"7.86","90.28","7.51","7.41","8.09",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
179,"179","Trường Tiểu học Phạm 179","Hà Nội","Tiểu học","Công lập",1990,35,12,"7.41","90.48","7.81","7.09","7.91",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
180,"180","Trường THPT Mai 180","Đà Nẵng","THPT","Dân lập",1974,51,9,"7.93","88.74","7.00","7.93","8.08",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
181,"181","Trường THPT Nguyễn 181","Đà Nẵng","THPT","Quốc tế",1989,36,7,"7.95","87.43","7.99","7.08","8.06",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
182,"182","Trường THCS Phạm 182","TP. Hồ Chí Minh","THCS","Dân lập",1986,39,14,"7.11","92.34","7.46","7.83","7.90",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
183,"183","Trường Tiểu học Hoàng 183","Nghệ An","Tiểu học","Quốc tế",1992,33,10,"7.70","88.96","7.68","7.46","8.02",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
184,"184","Trường THPT Bùi 184","TP. Hồ Chí Minh","THPT","Dân lập",2000,25,9,"6.32","86.61","7.06","7.26","7.28",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
185,"185","Trường THCS Lê 185","Hà Nội","THCS","Dân lập",1968,57,7,"9.14","93.60","7.51","7.09","8.65",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
186,"186","Trường THCS Vũ 186","Nghệ An","THCS","Công lập",1980,45,7,"7.32","89.40","7.65","7.59","7.90",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
187,"187","Trường THPT Nguyễn 187","Hà Nội","THPT","Công lập",1994,31,11,"7.56","89.82","8.12","7.61","8.08",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
188,"188","Trường THCS Đặng 188","Thanh Hóa","THCS","Công lập",1973,52,8,"6.78","90.29","8.50","8.15","7.92",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
189,"189","Trường THCS Đặng 189","Hà Nội","THCS","Dân lập",1966,59,8,"7.01","88.88","7.67","7.67","7.77",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
190,"190","Trường THCS Vũ 190","Bình Dương","THCS","Công lập",1982,43,7,"7.92","88.06","7.07","7.17","7.95",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
191,"191","Trường THPT Mai 191","Thanh Hóa","THPT","Dân lập",1984,41,10,"7.42","91.60","7.84","7.72","8.05",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
192,"192","Trường Liên cấp XYZ 192","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",2008,17,9,"7.53","90.99","7.71","7.51","8.02",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
193,"193","Trường Tiểu học Dương 193","Đà Nẵng","Tiểu học","Dân lập",1989,36,6,"7.32","89.30","7.34","6.51","7.68",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
194,"194","Trường Tiểu học Phạm 194","Thanh Hóa","Tiểu học","Quốc tế",2004,21,13,"7.77","88.82","7.65","7.50","8.04",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
195,"195","Trường THCS Dương 195","Đà Nẵng","THCS","Dân lập",1994,31,7,"8.15","90.29","6.34","7.03","7.97",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
196,"196","Trường Tiểu học Vũ 196","Thanh Hóa","Tiểu học","Công lập",2006,19,10,"7.22","91.12","8.28","7.37","7.97",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
197,"197","Trường Liên cấp XYZ 197","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",1989,36,11,"7.62","87.38","7.35","8.09","7.98",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
198,"198","Trường Tiểu học Vũ 198","Cần Thơ","Tiểu học","Dân lập",1974,51,13,"6.87","92.20","7.77","7.85","7.86",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
199,"199","Trường Liên cấp XYZ 199","Hà Nội","Phổ thông Liên cấp","Công lập",2006,19,14,"7.57","91.17","7.68","7.24","8.00",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
200,"200","Trường THPT Trần 200","Đà Nẵng","THPT","Quốc tế",1989,36,10,"7.44","90.96","7.86","8.28","8.12",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
201,"201","Trường Tiểu học Hoàng 201","Cần Thơ","Tiểu học","Quốc tế",1997,28,8,"7.49","87.90","8.10","8.10","8.06",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
202,"202","Trường THPT Hoàng 202","Nghệ An","THPT","Quốc tế",1962,63,16,"7.18","90.82","7.70","7.67","7.90",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
203,"203","Trường THPT Nguyễn 203","Hà Nội","THPT","Dân lập",1960,65,9,"7.64","89.63","7.49","7.85","8.05",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
204,"204","Trường Tiểu học Lê 204","Thanh Hóa","Tiểu học","Công lập",1969,56,9,"7.03","88.86","7.17","7.65","7.70",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
205,"205","Trường THPT Mai 205","TP. Hồ Chí Minh","THPT","Công lập",2009,16,12,"7.49","92.56","8.27","7.08","8.08",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
206,"206","Trường THPT Mai 206","TP. Hồ Chí Minh","THPT","Quốc tế",2003,22,15,"8.00","89.21","7.69","7.40","8.14",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
207,"207","Trường Liên cấp XYZ 207","Hải Phòng","Phổ thông Liên cấp","Quốc tế",1995,30,9,"8.22","90.84","7.35","7.67","8.27",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
208,"208","Trường Liên cấp XYZ 208","Bình Dương","Phổ thông Liên cấp","Công lập",1968,57,6,"7.17","88.67","7.58","7.46","7.78",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
209,"209","Trường Tiểu học Vũ 209","Cần Thơ","Tiểu học","Công lập",1970,55,7,"7.35","88.16","7.55","8.89","8.05",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
210,"210","Trường THPT Trần 210","Cần Thơ","THPT","Dân lập",2007,18,7,"6.33","94.39","7.82","6.22","7.47",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
211,"211","Trường THCS Mai 211","Thanh Hóa","THCS","Công lập",2008,17,9,"8.44","88.04","7.07","7.48","8.20",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
212,"212","Trường Tiểu học Nguyễn 212","TP. Hồ Chí Minh","Tiểu học","Công lập",2007,18,9,"7.40","93.40","7.35","7.02","7.92",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
213,"213","Trường Tiểu học Nguyễn 213","TP. Hồ Chí Minh","Tiểu học","Dân lập",1961,64,12,"7.31","90.15","7.39","8.03","7.94",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
214,"214","Trường Liên cấp XYZ 214","Thanh Hóa","Phổ thông Liên cấp","Công lập",1968,57,10,"8.01","91.07","7.85","7.81","8.28",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
215,"215","Trường Tiểu học Mai 215","Nghệ An","Tiểu học","Quốc tế",2006,19,9,"7.11","90.74","7.21","7.37","7.75",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
216,"216","Trường THPT Phạm 216","Nghệ An","THPT","Quốc tế",2002,23,11,"7.58","90.86","6.96","7.34","7.90",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
217,"217","Trường Liên cấp XYZ 217","Cần Thơ","Phổ thông Liên cấp","Dân lập",1985,40,6,"7.10","89.20","6.91","7.67","7.71",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
218,"218","Trường Liên cấp XYZ 218","Hải Phòng","Phổ thông Liên cấp","Dân lập",2010,15,13,"6.69","89.86","7.36","7.62","7.62",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
219,"219","Trường Tiểu học Trần 219","Thanh Hóa","Tiểu học","Dân lập",1990,35,17,"7.22","90.52","7.41","7.54","7.84",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
220,"220","Trường THPT Phạm 220","TP. Hồ Chí Minh","THPT","Công lập",2001,24,8,"6.26","89.20","7.04","6.42","7.20",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
221,"221","Trường THPT Hoàng 221","Thanh Hóa","THPT","Dân lập",1973,52,9,"7.94","89.19","6.86","7.55","8.01",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
222,"222","Trường THPT Lê 222","Bình Dương","THPT","Quốc tế",1984,41,9,"7.06","91.29","6.87","7.71","7.75",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
223,"223","Trường Liên cấp XYZ 223","Cần Thơ","Phổ thông Liên cấp","Công lập",2010,15,7,"7.03","93.34","7.78","8.25","8.02",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
